App,Category,Rating,Reviews,Size_MB,Installs,Type,Price_$,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Last_Updated_Year,Primary_Genre
Q-See QC View,TOOLS,3.25,657,21.0,100000,Free,0.0,Everyone,Tools,2018-01-19,3.49.0202,4.0.3,2018,Tools
Q-See QT View,TOOLS,3.6,7357,19.0,100000,Free,0.0,Everyone,Tools,2018-07-12,4.4.1,5.0,2018,Tools
Q-Tech Companion App,FOOD_AND_DRINK,3.25,17,3.1,10000,Free,0.0,Everyone,Food & Drink,2017-03-08,1.6.3,4.4,2017,Food & Drink
Q-Ticketing,MAPS_AND_NAVIGATION,3.8,114,19.0,10000,Free,0.0,Everyone,Maps & Navigation,2017-12-18,1.8.3111,4.3,2017,Maps & Navigation
Q-slope,TOOLS,4.5,2,3.9,50,Paid,1.76,Everyone,Tools,2017-12-03,5.0,4.3,2017,Tools
Q7 SmartWatch,HEALTH_AND_FITNESS,3.25,94,30.0,10000,Free,0.0,Everyone,Health & Fitness,2018-07-09,1.0.2,4.3,2018,Health & Fitness
QC,FAMILY,4.3,4,34.0,100,Free,0.0,Everyone,Puzzle,2016-10-05,1.0,4.0.3,2016,Puzzle
QR & Barcode Scanner BX PRO,TOOLS,4.2,4,3.0,1000,Free,0.0,Everyone,Tools,2017-10-30,1.0,4.2,2017,Tools
QR Code Pro,PRODUCTIVITY,4.8,5865,15.0,100000,Paid,4.49,Everyone,Productivity,2018-07-18,1.0,4.1,2018,Productivity
QR Code Reader,TOOLS,4.0,41339,2.7,2498500,Free,0.0,Everyone,Tools,2016-03-16,2.3,2.3.3,2016,Tools
QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8226,4.1,2498500,Free,0.0,Everyone,Productivity,2018-07-20,1.8.4,4.4,2018,Productivity
QRZ Assistant,COMMUNICATION,4.2,1044,3.5,100000,Free,0.0,Everyone,Communication,2018-05-30,2.0,4.4,2018,Communication
QUI EST CE ?,FAMILY,4.3,7,5.4,1000,Free,0.0,Everyone,Puzzle,2015-10-11,1.0,2.2,2015,Puzzle
Qapital - Save Small. Live Large,FINANCE,4.5,8662,38.0,100000,Free,0.0,Everyone,Finance,2018-07-20,2.5.7,4.4,2018,Finance
Qarabağ FK,SPORTS,4.3,9,5.5,100,Free,0.0,Everyone,Sports,2018-08-01,1.14,4.2,2018,Sports
Qatar Airways,TRAVEL_AND_LOCAL,4.3,11182,62.0,1000000,Free,0.0,Everyone,Travel & Local,2018-07-30,11.26,4.1,2018,Travel & Local
Qeek for Instagram - Zoom profile insta DP,SOCIAL,4.6,12111,9.1,500000,Free,0.0,Everyone,Social,2018-05-03,1.47,4.3,2018,Social
Qserve EU MDR First Aid,BUSINESS,3.25,2,17.0,100,Free,0.0,Everyone,Business,2017-05-11,1.2.22,4.1,2017,Business
Qu'est ce qui est jaune et qui attend ?,FAMILY,4.3,10,3.0,500,Free,0.0,Everyone,Entertainment,2017-07-13,1.1,4.4,2017,Entertainment
Quadratic Equation Solver with Steps and Graphs,FAMILY,4.7,513,9.8,50000,Free,0.0,Everyone,Education,2017-12-14,1.4.1,4.0,2017,Education
Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,4.4,663,6.0,100000,Free,0.0,Everyone,Events,2017-10-14,1.1.3,4.1,2017,Events
QuestionPro - CX,BUSINESS,4.3,1,16.0,50,Free,0.0,Everyone,Business,2018-08-03,1.3,4.1,2018,Business
Questland: Turn Based RPG,FAMILY,4.6,31134,48.0,1000000,Free,0.0,Everyone 10+,Role Playing,2018-08-02,1.10.6,4.1,2018,Role Playing
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,Business,2018-07-13,18.7,4.1,2018,Business
QuickBooks Self-Employed:Mileage Tracker and Taxes,FINANCE,4.4,15141,25.0,1000000,Free,0.0,Everyone,Finance,2018-07-24,4.63,5.0,2018,Finance
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,41339,4.2,2498500,Free,0.0,Everyone,Photography,2017-11-10,4.7.4,4.0,2017,Photography
QuickShortcutMaker,PERSONALIZATION,4.6,41000,2.0,1000000,Free,0.0,Everyone,Personalization,2014-02-23,2.4.0,1.6,2014,Personalization
"Quik – Free Video Editor for photos, clips, music",VIDEO_PLAYERS,4.7,41339,63.099999999999994,2498500,Free,0.0,Everyone,Video Players & Editors,2018-07-05,4.7.4.3869723723,5.0,2018,Video Players & Editors
Quiz CS:GO players,GAME,4.4,460,31.0,50000,Free,0.0,Everyone,Trivia,2018-06-23,4.2,4.0.3,2018,Trivia
Quiz DC,GAME,3.25,33,3.1,1000,Free,0.0,Everyone,Trivia,2017-12-25,1.10,4.1,2017,Trivia
Quiz TRUE or FALSE,GAME,4.6,2464,34.0,50000,Free,0.0,Everyone,Trivia,2018-02-13,1.1,4.1,2018,Trivia
Quiz for Clash Royale™,FAMILY,4.0,3788,32.0,100000,Free,0.0,Everyone,Entertainment,2018-07-18,3.0.1,4.1,2018,Entertainment
Quiz&Learn Python,EDUCATION,4.0,304,2.0,10000,Free,0.0,Everyone,Education,2016-07-04,1.3.0,4.0,2016,Education
Quiz: Logo game,GAME,4.5,41339,29.0,2498500,Free,0.0,Everyone,Trivia,2018-08-03,6.2,4.0.3,2018,Trivia
Quotes,LIBRARIES_AND_DEMO,4.4,58,15.0,10000,Free,0.0,Everyone,Libraries & Demo,2018-07-06,1.0,4.0.3,2018,Libraries & Demo
Quran Juz-30 - Mahad al Zahra,FAMILY,4.6,2654,6.7,100000,Free,0.0,Everyone,Education,2016-11-02,1.10.0,2.2,2016,Education
Quran Khmer Offline AY,FAMILY,5.0,41,4.0,1000,Free,0.0,Everyone,Education,2017-12-13,10.6,4.2,2017,Education
Quran for All (Al-Huda Int.),FAMILY,4.8,6696,5.3,100000,Free,0.0,Everyone,Education,2018-02-07,3.1.0,4.0,2018,Education
R Bank,FINANCE,4.3,90,13.0,5000,Free,0.0,Everyone,Finance,2018-05-30,5.9.1.0,5.0,2018,Finance
R File Manager,TOOLS,4.8,17,6.7,50,Free,0.0,Everyone,Tools,2018-05-05,2,4.4,2018,Tools
R Instructor,FAMILY,4.1,135,4.9,1000,Paid,4.84,Everyone,Education,2014-02-21,2.03,3.0,2014,Education
R Language Reference Guide,BOOKS_AND_REFERENCE,3.9,54,2.8,10000,Free,0.0,Everyone,Books & Reference,2017-12-24,1.11,4.0,2017,Books & Reference
R M Lock Screen,LIBRARIES_AND_DEMO,4.5,399,9.5,100000,Free,0.0,Everyone,Libraries & Demo,2018-05-22,1.1,4.0.3,2018,Libraries & Demo
R Programing Offline Tutorial,BOOKS_AND_REFERENCE,5.0,4,3.9,1000,Free,0.0,Everyone,Books & Reference,2018-03-15,1.0.0,4.1,2018,Books & Reference
R Programming,FAMILY,4.3,2,5.9,1000,Free,0.0,Everyone,Education,2017-11-21,1.0,4.0.3,2017,Education
R Programming Language,FAMILY,3.8,39,2.9,1000,Free,0.0,Everyone,Education,2017-12-21,1.0,4.2,2017,Education
R Programming Language (Paperset 1) MCQ Quiz,FAMILY,4.3,1,3.4,10,Free,0.0,Everyone,Education,2018-03-19,1.0,4.0.3,2018,Education
R Programming Language (Paperset 2) MCQ Quiz,FAMILY,4.3,0,3.4,10,Free,0.0,Everyone,Education,2018-03-19,1.0,4.0.3,2018,Education
R Programming Solution,FAMILY,3.9,169,7.7,10000,Free,0.0,Everyone,Education,2016-06-20,1.0.3,4.0,2016,Education
R Programming Tutorial,FAMILY,4.3,5,2.8,1000,Free,0.0,Everyone,Education,2017-05-14,1.0,4.0.3,2017,Education
R Quick Reference Big Data,BOOKS_AND_REFERENCE,4.5,6,3.6,1000,Free,0.0,Everyone,Books & Reference,2017-05-29,1.2,2.3,2017,Books & Reference
R Studio,SHOPPING,3.7,23,8.9,5000,Free,0.0,Everyone,Shopping,2016-07-08,2.1.1,4.0.3,2016,Shopping
R+F PULSE,BUSINESS,3.4,58,3.0,10000,Free,0.0,Everyone,Business,2017-04-21,1.0,4.4,2017,Business
R-EU-READY,GAME,4.1,13,16.0,500,Free,0.0,Everyone,Trivia,2016-03-02,1.5,2.2,2016,Trivia
R-TYPE,GAME,4.5,7687,23.0,100000,Paid,1.99,Everyone,Arcade,2017-02-27,2.3.1,2.3.3,2017,Arcade
R-TYPE II,GAME,4.3,5682,37.0,50000,Paid,1.99,Everyone,Arcade,2017-03-02,1.1.5,2.3.3,2017,Arcade
R-net for Android,PRODUCTIVITY,3.3,48,0.06,5000,Free,0.0,Everyone,Productivity,2013-08-07,1.0,3.1,2013,Productivity
R. Lee Ermey's Official Sound,FAMILY,4.2,1696,2.7,100000,Free,0.0,Mature 17+,Entertainment,2012-09-19,1.4,2.1,2012,Entertainment
R. Physics Puzzle Game,FAMILY,4.2,5369,60.0,500000,Free,0.0,Everyone,Puzzle,2018-04-19,1.0.16,4.3,2018,Puzzle
RAM Cleanup Ad-Free Option,TOOLS,4.4,457,1.1,10000,Paid,2.99,Everyone,Tools,2016-07-26,3.0,4.1,2016,Tools
RC City Police Heavy Traffic Racer,GAME,4.4,3250,27.0,1000000,Free,0.0,Everyone,Racing,2018-07-19,1.2,4.0,2018,Racing
RC Monster Truck - Offroad Driving Simulator,GAME,4.0,38448,27.0,2498500,Free,0.0,Everyone,Racing,2018-06-16,1.4.3,4.1,2018,Racing
RD/FD Calculator,FINANCE,4.4,92,1.5,10000,Free,0.0,Everyone,Finance,2017-01-31,1.2.1,4.0.3,2017,Finance
REDCap Mobile App,MEDICAL,4.3,56,11.0,10000,Free,0.0,Everyone,Medical,2018-07-31,3.0.8,4.3,2018,Medical
"REG - Check the regnumber, find information about Swedish vehicles",AUTO_AND_VEHICLES,3.9,3971,3.6,100000,Free,0.0,Everyone,Auto & Vehicles,2018-07-30,2.493,4.4,2018,Auto & Vehicles
REI Co-op Mastercard,FINANCE,3.25,320,23.0,10000,Free,0.0,Everyone,Finance,2018-06-14,2.13.11,4.4,2018,Finance
REI – Shop Outdoor Gear,SHOPPING,4.4,3878,8.8,100000,Free,0.0,Everyone,Shopping,2018-05-08,5.6.8,4.1,2018,Shopping
RETRO Shocked DW-6000,PERSONALIZATION,5.0,13,0.49,100,Paid,1.49,Everyone,Personalization,2017-04-04,1.2,2.3,2017,Personalization
REV Robotic Enhance Vehicles,FAMILY,4.4,2558,61.0,100000,Free,0.0,Everyone,Entertainment,2018-01-16,2.0.11,4.4,2018,Entertainment
RGN CI-Control,BUSINESS,4.3,0,6.0,50,Free,0.0,Everyone,Business,2018-05-28,1.2,4.1,2018,Business
RIDE ZERO,GAME,4.6,8778,36.0,100000,Free,0.0,Teen,Music,2018-01-02,1.3.1,4.3,2018,Music
RISK: Global Domination,FAMILY,4.0,41339,63.099999999999994,2498500,Free,0.0,Everyone,Board;Action & Adventure,2018-07-31,1.19.56.434,4.4,2018,Board
RIV-BM FPV,FAMILY,4.3,0,26.0,10,Free,0.0,Everyone,Entertainment,2017-08-12,1.0.1,2.2,2017,Entertainment
RMEduS - 음성인식을 활용한 R 프로그래밍 실습 시스템,FAMILY,4.3,4,63.099999999999994,1,Free,0.0,Everyone,Education,2018-07-17,1.0.1,4.4,2018,Education
ROBLOX,FAMILY,4.5,41339,63.099999999999994,2498500,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1,2018,Adventure
ROMWE - Women's Fashion,SHOPPING,4.6,41339,11.0,2498500,Free,0.0,Everyone,Shopping,2018-07-30,4.0.2,4.2,2018,Shopping
RPG Dragon Lapis,FAMILY,4.6,13492,56.0,100000,Free,0.0,Teen,Role Playing,2018-07-09,1.1.4,4.1,2018,Role Playing
RPG End of Aspiration F,FAMILY,4.4,20368,31.0,500000,Free,0.0,Teen,Role Playing,2016-12-15,3.0.0,2.3,2016,Role Playing
RPG ブレイジング ソウルズ アクセレイト,FAMILY,3.4,159,3.1,1000,Paid,10.99,Teen,Role Playing,2018-04-26,2.12,2.3,2018,Role Playing
RRIMS FO,BUSINESS,4.3,2,5.2,100,Free,0.0,Everyone,Business,2018-07-27,4.2,5.0,2018,Business
RST - Sale of cars on the PCT,AUTO_AND_VEHICLES,3.25,250,1.1,100000,Free,0.0,Everyone,Auto & Vehicles,2018-04-27,1.4,4.0.3,2018,Auto & Vehicles
RT 516 VET,MEDICAL,4.3,0,29.0,10,Free,0.0,Everyone,Medical,2018-07-13,300000.1.11,4.0.3,2018,Medical
RT News (Russia Today),NEWS_AND_MAGAZINES,4.6,41339,14.0,1000000,Free,0.0,Teen,News & Magazines,2018-08-06,3.5.13,4.0.3,2018,News & Magazines
RTVBN,NEWS_AND_MAGAZINES,3.7,533,3.8,50000,Free,0.0,Everyone,News & Magazines,2018-08-05,4.4,4.0.3,2018,News & Magazines
RULES OF SURVIVAL,GAME,4.2,41339,56.0,2498500,Free,0.0,Teen,Action,2018-08-01,1.180271.184729,4.0,2018,Action
RUN JUMP RUN-fun games for free,GAME,4.4,661,42.0,100000,Free,0.0,Everyone,Action,2018-04-20,1.5.2,3.0,2018,Action
Ra Ga Ba,GAME,5.0,2,20.0,1,Paid,1.49,Everyone,Arcade,2017-02-08,1.0.4,2.3,2017,Arcade
Rabbithole,FAMILY,3.5,3347,15.0,100000,Free,0.0,Everyone,Entertainment,2018-07-18,1.1.15.12,4.4,2018,Entertainment
Rabo Banking,FINANCE,3.4,31906,12.0,1000000,Free,0.0,Everyone,Finance,2018-07-19,5.16.0,4.0,2018,Finance
Race Manager FP,GAME,3.8,196,11.0,5000,Free,0.0,Everyone,Racing,2014-11-03,2.1,2.2,2014,Racing
Race the Traffic Moto,GAME,3.8,41339,38.0,2498500,Free,0.0,Teen,Racing,2018-07-20,1.0.16,4.0.3,2018,Racing
Racing CX,GAME,4.4,4,20.0,500,Free,0.0,Everyone,Racing,2017-06-06,1,2.2,2017,Racing
Racing Moto,GAME,4.3,41339,7.4,2498500,Free,0.0,Everyone,Racing,2018-07-03,1.2.13,3.0,2018,Racing
Racing in Car 2,GAME,4.3,41339,38.0,2498500,Free,0.0,Everyone,Racing,2016-11-22,1.0,2.3.3,2016,Racing
RadPad: Apartment Finder App,HOUSE_AND_HOME,4.4,6896,35.0,500000,Free,0.0,Everyone,House & Home,2017-08-30,1.7.3,4.1,2017,House & Home
RadRevision: Anatomy on CT,MEDICAL,3.8,568,42.0,50000,Free,0.0,Everyone,Medical,2014-01-22,1.2,4.0,2014,Medical
RadarNow!,WEATHER,4.5,41339,4.0,2498500,Free,0.0,Everyone,Weather,2018-02-28,6.6,4.0,2018,Weather
Radarbot Free: Speed Camera Detector & Speedometer,MAPS_AND_NAVIGATION,4.5,41339,11.0,2498500,Free,0.0,Everyone,Maps & Navigation,2018-07-06,6.2.3,4.1,2018,Maps & Navigation
Radial-G : Infinity,GAME,3.6,517,47.0,50000,Free,0.0,Everyone,Arcade,2015-12-07,1.4,4.1,2015,Arcade
Radio BN,FAMILY,4.3,53,4.2,5000,Free,0.0,Everyone,Entertainment,2018-01-12,1.0.3,4.4,2018,Entertainment
Radio Belo Horizonte,FAMILY,4.3,0,4.3,10,Free,0.0,Mature 17+,Entertainment,2018-08-03,2,4.0,2018,Entertainment
Radio FG Paris Underground,FAMILY,4.3,3,1.7,100,Free,0.0,Teen,Entertainment,2015-07-26,2,2.2,2015,Entertainment
Radio Javan,ENTERTAINMENT,4.4,41339,4.5,1000000,Free,0.0,Everyone,Entertainment,2018-07-18,7.3,4.2,2018,Entertainment
Radio K - KUOM,FAMILY,4.5,39,7.4,1000,Free,0.0,Everyone,Entertainment,2018-03-09,3.0.57,4.1,2018,Entertainment
Radiological Anatomy For FRCR1,MEDICAL,4.8,12,44.0,100,Paid,6.99,Everyone,Medical,2014-01-22,1.3,4.0,2014,Medical
Radiology CT Anatomy,MEDICAL,4.2,345,14.0,50000,Free,0.0,Everyone,Medical,2018-01-20,1.6,4.0,2018,Medical
Radiology CT Viewer,MEDICAL,3.6,35,63.099999999999994,10000,Free,0.0,Everyone,Medical,2018-01-20,2,4.0,2018,Medical
Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4.1,11258,44.0,500000,Free,0.0,Mature 17+,Action,2016-12-08,1.25,4.2,2016,Action
Rail Planner Eurail/Interrail,MAPS_AND_NAVIGATION,4.2,3596,31.0,1000000,Free,0.0,Everyone,Maps & Navigation,2018-06-15,3.0.170,4.0,2018,Maps & Navigation
Railroad Radio Vancouver BC,FAMILY,5.0,4,1.7,100,Free,0.0,Teen,Entertainment,2015-06-28,1,2.2,2015,Entertainment
Rainbow - Journal & Activities,PARENTING,4.8,6668,20.0,100000,Free,0.0,Everyone,Parenting,2018-03-28,2.5.9,4.1,2018,Parenting
Rainbow Camera,BEAUTY,3.7,3871,23.0,1000000,Free,0.0,Everyone,Beauty,2018-07-30,2.2.0,4.0,2018,Beauty
Ramdor DM Mobile,BUSINESS,4.3,1,23.0,100,Free,0.0,Everyone,Business,2018-06-13,212.0,3.0,2018,Business
Ramfer - CNC Lathe G-code Tool,PRODUCTIVITY,3.4,5,11.0,100,Paid,2.99,Everyone,Productivity,2016-09-26,2,3.2,2016,Productivity
Rande.cz,SOCIAL,3.25,398,2.2,50000,Free,0.0,Mature 17+,Social,2014-12-03,1.0.1,2.3.3,2014,Social
RandoChat - Chat roulette,DATING,3.6,11806,12.0,1000000,Free,0.0,Mature 17+,Dating,2018-06-26,4.0.18,4.0.3,2018,Dating
Random Chat App with Strangers,DATING,3.25,2,16.0,100,Free,0.0,Mature 17+,Dating,2018-07-17,2.5,4.0.3,2018,Dating
Random Love (BF),FAMILY,3.7,3,10.0,50,Free,0.0,Everyone,Entertainment,2015-10-04,1.0.0,2.2,2015,Entertainment
Random Video Chat,DATING,4.1,3,16.0,1000,Free,0.0,Mature 17+,Dating,2018-07-15,4.20,4.0.3,2018,Dating
Random Video Chat App With Strangers,DATING,4.1,3,4.8,1000,Free,0.0,Mature 17+,Dating,2018-07-17,1.,4.0,2018,Dating
Range Master: Sniper Academy,SPORTS,4.1,41339,39.0,2498500,Free,0.0,Everyone,Sports,2018-04-26,2.1.3,4.1,2018,Sports
Rate Guide Bill Letter,LIFESTYLE,3.8,17368,14.0,2498500,Free,0.0,Everyone,Lifestyle,2018-06-27,5.1.3,4.0,2018,Lifestyle
Ratings by Consumer Reports,SHOPPING,4.3,3420,13.0,100000,Free,0.0,Everyone,Shopping,2018-02-27,2.3.2,4.1,2018,Shopping
Ray Financial Calculator Pro,FINANCE,4.0,67,2.4,10000,Paid,2.99,Everyone,Finance,2017-07-03,4,3.2,2017,Finance
Raytheon F-16 EW 360 VR,FAMILY,4.5,6,22.0,500,Free,0.0,Everyone,Entertainment,2017-06-09,1.0.01,4.4,2017,Entertainment
ReDNAKET DB Normalization Tool,TOOLS,4.2,0,0.92,10,Paid,0.99,Everyone,Tools,2016-02-03,1.0.2,5.0,2016,Tools
ReactNative BG Geolocation,TOOLS,5.0,5,9.1,1000,Free,0.0,Everyone,Tools,2018-05-25,2.12.0,4.1,2018,Tools
Read Unlimitedly! Kids'n Books,FAMILY,3.8,7462,31.0,1000000,Free,0.0,Everyone,Education;Music & Video,2018-02-16,3.42,2.3,2018,Education
Read books online,BOOKS_AND_REFERENCE,4.1,41339,23.0,2498500,Free,0.0,Mature 17+,Books & Reference,2018-06-29,3.12,4.1,2018,Books & Reference
Read it easy for BK,LIFESTYLE,5.0,1,3.2,50,Free,0.0,Everyone,Lifestyle,2018-07-15,1.2,4.1,2018,Lifestyle
"Read- Latest News, Information, Gossip and Politics",NEWS_AND_MAGAZINES,4.1,41339,6.7,2498500,Free,0.0,Teen,News & Magazines,2018-08-01,3.1.6.9,4.1,2018,News & Magazines
ReadEra – free ebook reader,BOOKS_AND_REFERENCE,4.8,41339,21.0,1000000,Free,0.0,Everyone,Books & Reference,2018-06-02,18.05.31530,4.1,2018,Books & Reference
"Reading Race 1b: sh, ch words",FAMILY,4.3,2,63.099999999999994,50,Paid,3.99,Everyone,Educational;Education,2016-01-08,1.01,4.0,2016,Educational
Ready4 GMAT (Prep4 GMAT),EDUCATION,4.6,18372,47.0,100000,Free,0.0,Everyone,Education,2018-05-21,7.2.3634,4.4,2018,Education
Ready4 SAT (Prep4 SAT),EDUCATION,4.6,13612,48.0,100000,Free,0.0,Everyone,Education,2018-05-10,7.2.3633,4.4,2018,Education
ReadyOp DT,COMMUNICATION,4.6,8,1.1,1000,Free,0.0,Everyone,Communication,2018-07-06,1.0.56,2.3.3,2018,Communication
Real AI,FAMILY,3.8,949,1.2,50000,Free,0.0,Everyone,Entertainment,2018-07-22,4.9,4.0,2018,Entertainment
Real Airplane Flight Simulator: Pilot Games,FAMILY,3.3,21735,37.0,1000000,Free,0.0,Everyone,Simulation,2018-07-11,1.0.03,4.0,2018,Simulation
Real Car Dr Parking Master: Parking Games 2018,FAMILY,4.2,3345,27.0,1000000,Free,0.0,Everyone,Simulation,2018-05-12,1.0,4.1,2018,Simulation
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26.0,50000,Free,0.0,Teen,Casino,2016-08-12,1.18,4.0,2016,Casino
Real City Car Driver,GAME,3.7,41339,22.0,2498500,Free,0.0,Mature 17+,Racing,2018-08-01,2.8,4.1,2018,Racing
Real DJ Simulator,FAMILY,4.0,41339,55.0,2498500,Free,0.0,Everyone,Simulation,2018-04-20,1.7,4.1,2018,Simulation
Real Estate by Movoto,LIFESTYLE,4.4,3114,13.0,100000,Free,0.0,Everyone,Lifestyle,2018-02-20,6.1,4.0.3,2018,Lifestyle
Real Estate sale & rent Trovit,HOUSE_AND_HOME,4.1,41339,7.7,2498500,Free,0.0,Everyone,House & Home,2018-07-16,4.47.3,4.0.3,2018,House & Home
Real Football,SPORTS,4.1,41339,33.0,2498500,Free,0.0,Everyone,Sports,2018-06-01,1.5.0,4.0.3,2018,Sports
Real Gangster Crime,GAME,4.3,41339,63.099999999999994,2498500,Free,0.0,Teen,Action,2018-06-26,3.5,4.0,2018,Action
Real Madrid App,SPORTS,4.6,41339,63.099999999999994,2498500,Free,0.0,Everyone,Sports,2018-08-01,6.5.3,5.0,2018,Sports
Real Racing 3,FAMILY,4.5,41339,63.099999999999994,2498500,Free,0.0,Everyone,Racing;Action & Adventure,2018-07-02,6.4.0,4.1,2018,Racing
Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,22.0,50,Paid,2.99,Everyone,Role Playing,2017-03-20,1.1,4.2,2017,Role Playing
Real Tractor Farming,AUTO_AND_VEHICLES,4.0,1598,56.0,1000000,Free,0.0,Everyone,Auto & Vehicles,2018-07-26,11.0,4.1,2018,Auto & Vehicles
Real estate court auction information site - Hyundai court auction,HOUSE_AND_HOME,4.3,10,4.2,10000,Free,0.0,Everyone,House & Home,2018-08-02,1.2,4.3,2018,House & Home
Real time Weather Forecast,WEATHER,4.4,4184,10.0,1000000,Free,0.0,Everyone,Weather,2018-03-26,7.1.12.12,5.0,2018,Weather
Realtor.com Real Estate: Homes for Sale and Rent,HOUSE_AND_HOME,4.5,41339,12.0,2498500,Free,0.0,Everyone,House & Home,2018-07-26,8.18,4.0.3,2018,House & Home
Receipt Hog - Receipts to Cash,SHOPPING,4.5,41339,19.0,1000000,Free,0.0,Teen,Shopping,2018-08-03,4.2.2,4.1,2018,Shopping
Recettes Faciles et Rapides,FOOD_AND_DRINK,4.3,95,12.0,50000,Free,0.0,Everyone,Food & Drink,2018-01-06,3.0.1,2.3,2018,Food & Drink
Recipe Keeper,FOOD_AND_DRINK,4.4,1962,22.0,100000,Free,0.0,Everyone,Food & Drink,2018-06-27,3.17.1.0,4.1,2018,Food & Drink
Recipes Pastries and homemade pies More than 500 recipes for pastries,FOOD_AND_DRINK,4.7,14065,7.1,500000,Free,0.0,Everyone,Food & Drink,2018-06-12,1.2.2,4.1,2018,Food & Drink
Recipes and tips for losing weight,BEAUTY,4.3,35,3.1,10000,Free,0.0,Everyone 10+,Beauty,2017-12-11,2.0,3.0,2017,Beauty
Recipes for hair and face tried,HEALTH_AND_FITNESS,4.5,1203,6.5,500000,Free,0.0,Everyone,Health & Fitness,2016-10-16,1.2,2.3.3,2016,Health & Fitness
Recipes of Prophetic Medicine for free,BOOKS_AND_REFERENCE,4.6,2084,6.7,500000,Free,0.0,Everyone,Books & Reference,2018-05-17,15.0,2.3,2018,Books & Reference
Recognise Foot,MEDICAL,4.2,9,63.099999999999994,1000,Paid,7.49,Everyone,Medical,2017-09-14,1.0.3,4.1,2017,Medical
Recycling Cy,LIFESTYLE,4.0,47,4.5,1000,Free,0.0,Everyone,Lifestyle,2017-08-02,2.0,3.2,2017,Lifestyle
Red Ball 4,GAME,4.4,41339,59.0,2498500,Free,0.0,Everyone,Arcade,2017-11-09,1.3.21,4.0.3,2017,Arcade
Red Embrace (BL/Yaoi Game),FAMILY,4.3,616,25.0,10000,Free,0.0,Teen,Casual,2018-06-12,4.5.5,2.3.3,2018,Casual
Red River CU,FINANCE,3.3,343,2.3,10000,Free,0.0,Everyone,Finance,2017-06-21,2.79,2.2,2017,Finance
Red Transporte DF,MAPS_AND_NAVIGATION,4.3,11100,15.0,500000,Free,0.0,Everyone,Maps & Navigation,2018-04-28,2.10.0,4.0.3,2018,Maps & Navigation
Redbox,ENTERTAINMENT,4.1,41339,30.0,2498500,Free,0.0,Everyone,Entertainment,2018-07-02,7.5.0,5.0,2018,Entertainment
Redfin Real Estate,HOUSE_AND_HOME,4.6,36857,19.0,1000000,Free,0.0,Everyone,House & Home,2018-07-25,220.0,5.0,2018,House & Home
Redwood CU v3.1.0,FINANCE,3.8,480,15.0,50000,Free,0.0,Everyone,Finance,2018-05-24,3.1.0,4.0,2018,Finance
Refreshing app Free application that can use deal coupons,FOOD_AND_DRINK,3.5,10741,41.0,1000000,Free,0.0,Everyone,Food & Drink,2018-07-23,5.2.2,4.2,2018,Food & Drink
Register.ca Mobile,PRODUCTIVITY,4.3,0,1.2,100,Free,0.0,Everyone,Productivity,2016-08-19,2.0,5.0,2016,Productivity
Registered Dietitian Pocket Prep,MEDICAL,4.3,283,12.0,5000,Free,0.0,Everyone,Medical,2018-07-12,4.5.3,4.4,2018,Medical
Reindeer VPN - Proxy VPN,TOOLS,4.2,7339,4.0,100000,Free,0.0,Everyone,Tools,2018-05-10,1.74,4.1,2018,Tools
Reisedealz.eu,SOCIAL,4.3,0,10.0,10,Free,0.0,Everyone,Social,2015-09-24,1.0,4.0,2015,Social
Rejoin Your Ex,SOCIAL,4.3,0,29.0,100,Free,0.0,Everyone,Social,2015-05-26,2.0,2.3.3,2015,Social
Reksio cz. 1,BOOKS_AND_REFERENCE,4.5,0,8.6,10,Paid,0.99,Everyone,Books & Reference,2015-03-30,1.0.1,4.0.3,2015,Books & Reference
Relax Meditation: Sleep with Sleep Sounds,HEALTH_AND_FITNESS,4.4,26540,43.0,1000000,Free,0.0,Everyone,Health & Fitness,2017-02-09,2.5.1,4.0.3,2017,Health & Fitness
Relaxing Sounds,HEALTH_AND_FITNESS,4.6,4642,40.0,100000,Free,0.0,Everyone,Health & Fitness,2017-03-11,1.92,4.1,2017,Health & Fitness
Reload: The Z-Team,GAME,4.3,1655,63.099999999999994,100000,Free,0.0,Everyone 10+,Action,2018-02-28,1.6.2,4.4,2018,Action
Reminder,EVENTS,4.5,7074,6.3,500000,Free,0.0,Everyone,Events,2018-06-25,1.57,4.1,2018,Events
Remix Second Hand,SHOPPING,4.2,867,7.5,100000,Free,0.0,Everyone,Shopping,2018-08-02,1.5.8,4.4,2018,Shopping
Remote CT - Smart Remote,TOOLS,3.5,3988,11.0,1000000,Free,0.0,Everyone,Tools,2015-12-22,1.0.5,4.4,2015,Tools
